id,pali,selected_pali_word,class_source,class_sutta,class_example,english_translation
8701,amhākaṃ 3,amhākaṃ,MN 19 (simpl),unknown,ayaṃ vo <b>amhākaṃ</b> anusāsanī,This [is] our advice for you.
8705,amhesu,amhesu,SN 12.22 (simpl),unknown,kārā <b>amhesu</b> mahapphalā bhavissanti,Services (done) to us could be of great fruits.
8757,ayaṃ,ayaṃ,MN 19 (simpl),unknown,"Meditate, monks! You must not be negligent, do not have remorse afterwards! <b>ayaṃ</b> vo amhākaṃ anusāsanī",This [is] our advice for you.
9019,ariyasacca,ariyasaccānaṃ,SN 56.35 (simpl),unknown,"ahaṃ saha eva sukhena, saha eva somanassena catunnaṃ <b>ariyasaccānaṃ</b> abhisamayaṃ vadāmi.",I say clear comprehension of the four Noble Truths [is] accompanied only by happiness and only by mental ease.
9148,alattha 1,alattha,MN 82,unknown,"āyasmā raṭṭhapālo n'eva dānaṃ <b>alattha</b> na paccakkhānaṃ, añña'd'atthu akkosaṃ eva alattha!","Venerable Raṭṭhapāla obtained neither alms nor a refusal; on the contrary, he obtained only verbal abuse."
9201,alaṃ 3,alaṃ,DN 16.32,unknown,<b>alaṃ</b> ānanda mā soci mā paridevi,"Stop Ānanda, don’t cry, don’t lament!"
9203,alaṃ 5,alaṃ,DN 16.32,mahāparinibbānasuttaṃ,<b>alaṃ</b> ānanda mā soci mā paridevi,"Stop Ānanda, don’t cry, don’t lament!"
9235,alika 1,alikavādinaṃ,DHP223 (simpl),unknown,"jina kadariyaṃ dānena, jina saccena <b>alikavādinaṃ</b>.",Conquer stinginess by giving; conquer liar by truth.
9237,alikavādī,alikavādinaṃ,DHP223 (simpl),unknown,"jina kadariyaṃ dānena, jina saccena <b>alikavādinaṃ</b>.",Conquer stinginess by giving; conquer liar by truth.
9836,asura,asurā,UD 45,unknown,<b>Asurā</b> mahāsamudde abhiramanti.,Malevolent beings find high pleasure in the great ocean.
10018,assasissati,assasissāmi,MN 118 (simpl),unknown,pītiṃ paṭisaṃvedī <b>assasissāmi</b> iti sikkhati.,One trains thus: “I will breathe in experiencing delight.”
10868,ahaṃ,ahaṃ,MN 82 (simpl),unknown,<b>ahaṃ</b> yathākammaṃ gamissāmi,I will go according to my actions.
10928,ahuvattha,ahuvattha,MN 19 (simpl),unknown,"jhāyatha, bhikkhave, mā pamādaṃ attha, mā pacchā vippaṭisārino <b>ahuvattha</b>. ayaṃ vo amhākaṃ anusāsanī","Meditate, monks! You must not be negligent, do not have remorse afterwards! This [is] our advice for you."
10945,ahesuṃ,ahesuṃ,SN 22.59,unknown,evaṃ me saṅkhārā hontu! evaṃ me saṅkhārā mā <b>ahesuṃ</b>!,"Let my volitional formations be thus, let my volitional formations not be thus."
10961,ahosi,,,,,
11387,ājīva,ājīvo,MN 39,unknown,parisuddho no <b>ājīvo</b> bhavissati,Our lifestyle should be purified.
12556,ārocesi 1,ārocesi,AN 10.93,unknown,"Whatever conversation the householder Anāthapindika had with the wandering ascetics, all that he <b>ārocesi</b> to the Blessed One.","Whatever conversation the householder Anāthapindika had with the wandering ascetics, all that he told to the Blessed One."
14332,uccāsoṇḍaṃ paggahetvā,uccāsoṇḍaṃ paggahetvā,AN 7.61,unknown,na <b>uccāsoṇḍaṃ paggahetvā</b> kulāni upasaṅkamissāmi,"Having not raised up a high trunk, I will approach a good family. [I will not arrogantly approach a good family]"
14333,uccāsoṇḍā,uccāsoṇḍaṃ,AN 7.61,unknown,na <b>uccāsoṇḍaṃ</b> paggahetvā kulāni upasaṅkamissāmi,"Having not raised up a high trunk, I will approach a good family. [I will not arrogantly approach a good family]"
14737,uttariṃ 2,uttariṃ,MN 43,unknown,so āyasmantaṃ sāriputtaṃ <b>uttariṃ</b> pañhaṃ apucchi.,He asked venerable Sāriputta a question in addition.
16087,upasaṅkamati,upasaṅkamitvā,AN 3.21,unknown,<b>upasaṅkamitvā</b> āyasmatā sāriputtena saddhiṃ sammodiṃsu,They approached and had polite conversation with venerable Sariputta.
16096,upasaṅkamitvā,upasaṅkamitvā,AN 3.21,unknown,<b>upasaṅkamitvā</b> āyasmatā sāriputtena saddhiṃ sammodiṃsu,They approached and had polite conversation with venerable Sariputta.
17690,ekaṃ samayaṃ,ekaṃ samayaṃ,SN 35.28,unknown,<b>Ekaṃ samayaṃ</b> bhagavā gayāyaṃ viharati gayāsīse saddhiṃ bhikkhusahassena.,On one occasion the Blessed One was dwelling in Gayā at Gayā’s Head together with a thousand monks. (historical past)
17820,ekodi,ekodiṃ,SN 40.1 (simpl),unknown,"mā, brāhmaṇa, jhānaṃ pamādo, jhāne cittaṃ saṇṭhapehi, jhāne cittaṃ <b>ekodiṃ</b> karohi","Monk, don’t be careless about meditation, you must make [your] mind stable in meditation, you must make [your] mind unified!"
17829,ekodiṃ karoti,ekodiṃ karohi,SN 40.1 (simpl),unknown,"mā, brāhmaṇa, jhānaṃ pamādo, jhāne cittaṃ saṇṭhapehi, jhāne cittaṃ <b>ekodiṃ karohi</b>","Monk, don’t be careless about meditation, you must make [your] mind stable in meditation, you must make [your] mind unified!"
17897,etaṃ 2,etaṃ,SN 42.2 (simpl),unknown,"“alaṃ, gāmaṇi. mā maṃ <b>etaṃ</b> pucchi","That’s enough, leader, do not ask me this!"
18051,eva 1,eva,SN 22.59,unknown,evaṃ me rūpaṃ hotu! evaṃ me rūpaṃ mā ahosi!,"Let my body be thus, let my body not be thus."
18303,okirati,okiranti,DN 16.27 (simpl),unknown,pupphā tathāgatassa sarīraṃ <b>okiranti</b>,Flowers are sprinkled on the dead body of the Tathāgata.
18562,ottappī,ottappino,AN 7.25,unknown,The monks will become <b>ottappino</b>.,The monks will become conscientious.
18658,onaddha,onaddhaṃ,MN 82,unknown,"aṭṭhi tacena <b>onaddhaṃ</b>, saha vatthebhi sobhati.",A bone covered with skin; it looks beautiful with clothes.
18943,olokana,olokanaṃ,VIN 1.2.6,unknown,bhikkhu saṅghaṃ kuṭivatthussa <b>olokanaṃ</b> yācati,A monk asks the Community to check the place of the hut.
19850,kathā 1,,,,,
19867,kathāsallāpa,kathāsallāpo,AN 10.93,unknown,"anāthapiṇḍiko gahapati yāvatako ahosi paribbājakehi saddhiṃ <b>kathāsallāpo</b>, taṃ sabbaṃ bhagavato ārocesi.","Whatever conversation the householder Anāthapindika had with the wandering ascetics, all that he told to the Blessed One."
19911,kadariya 2,kadariyaṃ,DHP223 (simpl),unknown,"jina <b>kadariyaṃ</b> dānena, jina saccena alikavādinaṃ.",Conquer stinginess by giving; conquer liar by truth.
20233,kamma 1,kammaṃ,SN 10.5,unknown,mā akāsi pāpakaṃ <b>kammaṃ</b>,Do not do an evil deed.
21224,kāyasamācāra,kāyasamācāro,MN 39,unknown,parisuddho no <b>kāyasamācāro</b> bhavissati.,Our bodily behavior will be pure/purified.
21288,kāra 1,,,,,
21951,kiṃ nu,kiṃ nu,SN 21.9,unknown,<b>Kiṃ nu</b> kujjhasi? mā kujjhi!,Why indeed are you getting angry? Don’t be angry!
22182,kujjhati,kujjhasi,SN 21.9,unknown,kiṃ nu <b>kujjhasi</b>? mā kujjhi!,Why indeed are you getting angry? Don’t be angry!
22188,kujjhi,kujjhi,SN 21.9,unknown,kiṃ nu kujjhasi? mā <b>kujjhi</b>!,Why indeed are you getting angry? Don’t be angry!
22222,kuṭivatthu,kuṭivatthussa,VIN 1.2.6,unknown,bhikkhu saṅghaṃ <b>kuṭivatthussa</b> olokanaṃ yācati,A monk asks the Community to check the place of the hut.
22528,kula 1,kulāni,AN 7.61,unknown,na uccāsoṇḍaṃ paggahetvā <b>kulāni</b> upasaṅkamissāmi,"Having not raised up a high trunk, I will approach a good family. [I will not arrogantly approach a good family]"
23320,khaṇati,khaṇati,VIN PAT PC 10 (simpl),unknown,bhikkhu paṭhaviṃ na <b>khaṇati</b>,A monk does not dig up the ground.
24039,gaccha 1,gaccha,VIN PAT PC 42,unknown,"gaccha āvuso, na me tayā saddhiṃ kathā vā nisajjā vā phāsu hoti","Go away, friend, for me there is no comfort talking or sitting down together with you."
24443,gamissati 1,gamissāmi,MN 82 (simpl),unknown,ahaṃ yathākammaṃ <b>gamissāmi</b>,I will go according to my actions.
24474,gayā 1,gayāyaṃ,SN 35.28,unknown,ekaṃ samayaṃ bhagavā <b>gayāyaṃ</b> viharati gayāsīse saddhiṃ bhikkhusahassena.,On one occasion the Blessed One was dwelling in Gayā at Gayā’s Head together with a thousand monks. (historical past)
24477,gayāsīsa,gayāsīse,SN 35.28,unknown,ekaṃ samayaṃ bhagavā gayāyaṃ viharati <b>gayāsīse</b> saddhiṃ bhikkhusahassena.,On one occasion the Blessed One was dwelling in Gayā at Gayā’s Head together with a thousand monks. (historical past)
24609,gavesī 1,gavesino,TH 251 (simpl),unknown,alaṃ bālassa mohāya no pāraṃ <b>gavesino</b>,It is enough for the delusion of a fool not for one seeking Nibbāna.
24765,gāmaṇi,gāmaṇi,SN 42.2 (simpl),unknown,"""alaṃ, <b>gāmaṇi</b>. mā maṃ etaṃ pucchi","That’s enough, leader, do not ask me this!"
25973,catunnaṃ 2,catunnaṃ,SN 56.35 (simpl),unknown,"ahaṃ saha eva sukhena, saha eva somanassena <b>catunnaṃ</b> ariyasaccānaṃ abhisamayaṃ vadāmi.",I say clear comprehension of the four Noble Truths [is] accompanied only by happiness and only by mental ease.
28483,jināti 1,,,,,
28813,jhāyati 1.2,jhāyatha,MN 19 (simpl),unknown,"<b>Jhāyatha</b>, bhikkhave, mā pamādaṃ attha, mā pacchā vippaṭisārino ahuvattha. ayaṃ vo amhākaṃ anusāsanī","Meditate, monks! You must not be negligent, do not have remorse afterwards! This [is] our advice for you."
28910,ñāti,ñātīnaṃ,KHP 7,unknown,"idaṃ vo <b>ñātīnaṃ</b> hotu, sukhitā hontu ñātayo.",May this be for your relatives; may [your] relatives be happy.
29171,ḍeti,ḍeti,MN 51 (simpl),unknown,"The bird, [one] with wings, <b>ḍeti</b>.","The bird, [one] with wings, flies..."
29236,taca 1,,,,,
29660,tathā,,,,,
30066,tayā 1,tayā,VIN PAT PC 42,unknown,"gaccha āvuso, na me <b>tayā</b> saddhiṃ kathā vā nisajjā vā phāsu hoti","Go away, friend, for me there is no comfort talking or sitting down together with you."
30152,tasmiṃ samaye,tasmiṃ samaye,MN 74,unknown,"n'eva <b>tasmiṃ samaye</b> dukkhaṃ vedanaṃ vedeti, na adukkham’asukhaṃ vedanaṃ vedeti","At that time, he feels neither an unpleasant sensation nor a neutral sensation."
30215,taṃ 1.1,taṃ,SN 22.33,unknown,"viññāṇaṃ na tumhākaṃ, <b>taṃ</b> pajahatha.","Consciousness is not yours, you must abandon it!"
30216,taṃ 1.2,taṃ,SN 22.33,unknown,"viññāṇaṃ na tumhākaṃ, <b>taṃ</b> pajahatha.","Consciousness is not yours, you must abandon it!"
31024,tumhākaṃ 3,tumhākaṃ,SN 22.33,unknown,"viññāṇaṃ na <b>tumhākaṃ</b>, taṃ pajahatha.","Consciousness is not yours, you must abandon it!"
31027,tumhe 2,tumhākaṃ,SN 22.33,unknown,"viññāṇaṃ na <b>tumhākaṃ</b>, taṃ pajahatha.","Consciousness is not yours, you must abandon it!"
31108,tuvaṃ 1,tuvaṃ,SNP 31 (simpl),unknown,<b>Tuvaṃ</b> hi no brahmasamo asi saccaṃ,You are truly for us equal to the Brahma.
31139,te 2.4,,,,,
32103,dassati 1.1,,,,,
32162,dava 1.1,davāya,MN 2.4,unknown,"neva <b>davāya</b>, na madāya, na maṇḍanāya, na vibhūsanāya","Neither for fun, nor for intoxication, nor for adornment, nor for physical appearance."
32253,dāna 1.1,dānena,DHP223 (simpl),unknown,"jina kadariyaṃ <b>dānena</b>, jina saccena alikavādinaṃ.",Conquer stinginess by giving; conquer liar by truth.
32254,dāna 1.2,dānena,DHP223 (simpl),unknown,"jina kadariyaṃ <b>dānena</b>, jina saccena alikavādinaṃ.",Conquer stinginess by giving; conquer liar by truth.
32876,dukkha 2,,,,,
33987,desita 1,desito,DN 16.36 (simpl),unknown,vo mayā dhammo ca vinayo ca <b>desito</b> vo mama accayena satthā bhavissati,"After my passing away, the Doctrine and Discipline taught by me to you, will become a teacher for you."
34539,dhana 1,dhanaṃ,UD-a 5.3,unknown,ahaṃ te aparimitaṃ <b>dhanaṃ</b> dassāmi,I will give unlimited wealth to you.
35137,dhāressati,dhāressāma,AN 6.61,unknown,"yathā no bhagavā byākarissati, tathā naṃ mayaṃ <b>dhāressāma</b>","As the Blessed One will explain [it] to us, so we will keep that in mind."
35345,na 1,na,SN 22.33,unknown,"viññāṇaṃ <b>na</b> tumhākaṃ, taṃ pajahatha.","Consciousness is not yours, you must abandon it!"
36019,naṃ,naṃ,AN 6.61,unknown,"yathā no bhagavā byākarissati, tathā <b>naṃ</b> mayaṃ dhāressāma","As the Blessed One will explain [it] to us, so we will keep that in mind."
36396,nābhijānāti 1,n'ābhijānāmi,SNP 70,unknown,"te diṭṭhiṃ <b>n'ābhijānāmi</b>, gotamassa yasassino.",I don’t understand your view; [the view] of the famous Gotama.
38161,nisajjā 1,nisajjā,VIN PAT PC 42,unknown,"gaccha āvuso, na me tayā saddhiṃ kathā vā <b>nisajjā</b> vā phāsu hoti","Go away, friend, for me there is no comfort talking or sitting down together with you."
38743,neti 1.1,neti,TH 195,unknown,adhammo nirayaṃ <b>neti</b> dhammo pāpeti suggatiṃ,"False teaching leads to no good fortune, the Teaching leads to a good destination."
38823,neva 1,neva,MN 2.4,unknown,"<b>neva</b> davāya, na madāya, na maṇḍanāya, na vibhūsanāya","Neither for fun, nor for intoxication, nor for adornment, nor for physical appearance."
38883,no 1.1,,,,,
38886,no 2.1,no,MN 39,unknown,parisuddho <b>no</b> ājīvo bhavissati,Our lifestyle should be purified.
38888,no 2.3,no,MN 39,unknown,parisuddho <b>no</b> ājīvo bhavissati,Our lifestyle should be purified.
38889,no 2.4,no,MN 39,unknown,parisuddho <b>no</b> ājīvo bhavissati,Our lifestyle should be purified.
39162,pakkhī,pakkhī,MN 51 (simpl),unknown,"The bird, [one] with wings, flies... <b>pakkhī</b> sakuṇo ḍeti.","The bird, [one] with wings, flies..."
39211,paggahetvā 2,paggahetvā,AN 7.61,unknown,na uccāsoṇḍaṃ <b>paggahetvā</b> kulāni upsaṅkamissāmi,"Having not raised up a high trunk, I will approach a good family. [I will not arrogantly approach a good family]"
39300,paccakkhāna,paccakkhānaṃ,MN 82,unknown,"Venerable Raṭṭhapāla obtained neither alms nor a <b>paccakkhānaṃ</b>; on the contrary, he obtained only verbal abuse.","Venerable Raṭṭhapāla obtained neither alms nor a refusal; on the contrary, he obtained only verbal abuse."
39600,pacchā 1,pacchā,MN 19 (simpl),dvedhāvitakkasuttaṃ,"jhāyatha, bhikkhave, mā pamādaṃ attha, mā <b>pacchā</b> vippaṭisārino ahuvattha. ayaṃ vo amhākaṃ anusāsanī","Meditate, monks! You must not be negligent, do not have remorse afterwards! This [is] our advice for you."
40131,pañha 2,,,,,
40897,paṭisaṃvedī,paṭisaṃvedī,MN 118 (simpl),unknown,pītiṃ <b>paṭisaṃvedī</b> assasissāmi iti sikkhati.,One trains thus: “I will breathe in experiencing delight.”
41510,paṭhavī,paṭhaviṃ,VIN PAT PC 10 (simpl),unknown,bhikkhu <b>paṭhaviṃ</b> na khaṇati,A monk does not dig up the ground.
42686,pamāda 1,pamādaṃ,MN 19 (simpl),unknown,"jhāyatha, bhikkhave, mā <b>pamādaṃ</b> attha, mā pacchā vippaṭisārino ahuvattha. ayaṃ vo amhākaṃ anusāsanī","Meditate, monks! You must not be negligent, do not have remorse afterwards! This [is] our advice for you."
42705,pamādi,pamādaṃ,MN 19 (simpl),unknown,"jhāyatha, bhikkhave, mā <b>pamādaṃ</b> attha, mā pacchā vippaṭisārino ahuvattha. ayaṃ vo amhākaṃ anusāsanī","Meditate, monks! You must not be negligent, do not have remorse afterwards! This [is] our advice for you."
43547,paridevi,paridevi,DN 16.32,unknown,alaṃ ānanda mā soci mā <b>paridevi</b>,"Stop Ānanda, don’t cry, don’t lament!"
44133,parisuddha 1,parisuddho,MN 39,unknown,parisuddho no ājīvo bhavissati,Our lifestyle should be purified.
44776,passasissati,passasissāmi,MN 118 (simpl),unknown,aniccaṃ anupassī <b>passasissāmi</b> iti sikkhati,"One trains thus: “I will breathe out, observing impermanence.”"
45133,pahīna,pahīnaṃ,SN 22.33,unknown,taṃ vo <b>pahīnaṃ</b> hitāya sukhāya bhavissati,"[When] that is given up by you, it will be beneficial and comfortable [for you]."
45462,pāturahosi,pāturahosi,DN 14.13 (simpl),unknown,bhagavā migadāye <b>pāturahosi</b>,The Blessed One appeared in the deer park.
45580,pāpaka 1.1,pāpakaṃ,SN 10.5,unknown,mā akāsi <b>pāpakaṃ</b> kammaṃ,Do not do an evil deed.
45676,pāpeti,pāpeti,TH 195,unknown,adhammo nirayaṃ neti dhammo <b>pāpeti</b> suggatiṃ,"False teaching leads to no good fortune, the Teaching leads to a good destination."
45726,pāra 1.1,pāraṃ,TH 251 (simpl),unknown,alaṃ bālassa mohāya no <b>pāraṃ</b> gavesino,It is enough for the delusion of a fool not for one seeking Nibbāna.
45731,pāragavesī 1,,,,,
46392,pīti 1.1,pītiṃ,MN 118 (simpl),unknown,<b>pītiṃ</b> paṭisaṃvedī assasissāmi iti sikkhati.,One trains thus: “I will breathe in experiencing delight.”
46397,pītipaṭisaṃvedī,pītiṃ paṭisaṃvedī,MN 118 (simpl),unknown,<b>pītiṃ paṭisaṃvedī</b> assasissāmi iti sikkhati.,One trains thus: “I will breathe in experiencing delight.”
46492,pucchi,,,,,
46781,puppha 1,pupphā,DN 16.27 (simpl),unknown,<b>pupphā</b> tathāgatassa sarīraṃ okiranti,Flowers are sprinkled on the dead body of the Tathāgata.
47718,phāsu 2,phāsu,VIN PAT PC 42,unknown,"gaccha āvuso, na me tayā saddhiṃ kathā vā nisajjā vā <b>phāsu</b> hoti","Go away, friend, for me there is no comfort talking or sitting down together with you."
48789,byākarissati,byākarissati,AN 6.61,unknown,"yathā no bhagavā <b>byākarissati</b>, tathā naṃ mayaṃ dhāressāma","As the Blessed One will explain [it] to us, so we will keep that in mind."
49006,brahmasama,brahmasamo,SNP 31 (simpl),unknown,tuvaṃ hi no <b>brahmasamo</b> asi saccaṃ,You are truly for us equal to the Brahma.
49622,bhavissati 1,bhavissati,SN 22.33,unknown,taṃ vo pahīnaṃ hitāya sukhāya <b>bhavissati</b>,"[When] that is given up by you, it will be beneficial and comfortable [for you]."
49937,bhikkhusahassa,bhikkhusahassena,SN 35.28,unknown,ekaṃ samayaṃ bhagavā gayāyaṃ viharati gayāsīse saddhiṃ <b>bhikkhusahassena</b>.,On one occasion the Blessed One was dwelling in Gayā at Gayā’s Head together with a thousand monks. (historical past)
50370,bhogī 1.1,bhogī,MN 48 (simpl),unknown,The monk is partaking together with (his) fellow monks.,The monk is partaking together with (his) fellow monks.
50879,maṇḍana,maṇḍanāya,MN 2.4,unknown,"Neither for fun, nor for intoxication, nor for <b>maṇḍanāya</b>, nor for physical appearance.","Neither for fun, nor for intoxication, nor for adornment, nor for physical appearance."
51004,mada 1,madāya,MN 2.4,unknown,"neva davāya, na <b>madāya</b>, na maṇḍanāya, na vibhūsanāya","Neither for fun, nor for intoxication, nor for adornment, nor for physical appearance."
51387,mama 2,,,,,
51391,mamaccayena,mama accayena,DN 16.36 (simpl),unknown,vo mayā dhammo ca vinayo ca desito vo <b>mama accayena</b> satthā bhavissati,"After my passing away, the Doctrine and Discipline taught by me to you, will become a teacher for you."
51429,mayā 1,,,,,
51609,mahapphala,mahapphalā,SN 12.22 (simpl),unknown,kārā amhesu <b>mahapphalā</b> bhavissanti,Services (done) to us could be of great fruits.
51943,mahāsamudda,mahāsamudde,UD 45,unknown,asurā <b>mahāsamudde</b> abhiramanti.,Malevolent beings find high pleasure in the great ocean.
52100,maṃ 1,,,,,
52123,mā ahuvattha,ahuvattha,MN 19 (simpl),unknown,"jhāyatha, bhikkhave, mā pamādaṃ attha, mā pacchā vippaṭisārino <b>ahuvattha</b>. ayaṃ vo amhākaṃ anusāsanī","Meditate, monks! You must not be negligent, do not have remorse afterwards! This [is] our advice for you."
52124,mā ahesuṃ,mā ahesuṃ,SN 22.59,unknown,evaṃ me saṅkhārā hontu! evaṃ me saṅkhārā <b>mā ahesuṃ</b>!,"Let my volitional formations be thus, let my volitional formations not be thus."
52125,mā ahosi,mā ahosi,SN 22.59,unknown,evaṃ me rūpaṃ hotu! evaṃ me rūpaṃ <b>mā ahosi</b>!,"Let my body be thus, let my body not be thus."
52127,mā kho tumhe eso ajesi,mā kho tumhe eso ajesi,VIN 5.1.1,unknown,<b>mā kho tumhe eso ajesi</b>.,Do not indeed let this [person] defeat you.
52128,mā pacchā vippaṭisārino ahuvattha,mā pacchā vippaṭisārino ahuvattha,MN 19 (simpl),unknown,"jhāyatha, bhikkhave, mā pamādaṃ attha, <b>mā pacchā vippaṭisārino ahuvattha</b>. ayaṃ vo amhākaṃ anusāsanī","Meditate, monks! You must not be negligent, do not have remorse afterwards! This [is] our advice for you."
52129,mā pamādattha,mā pamādaṃ attha,MN 19 (simpl),unknown,"jhāyatha, bhikkhave, <b>mā pamādaṃ attha</b>, mā pacchā vippaṭisārino ahuvattha. ayaṃ vo amhākaṃ anusāsanī","Meditate, monks! You must not be negligent, do not have remorse afterwards! This [is] our advice for you."
52131,mā 1.1,mā,DN 16.32,mahāparinibbānasuttaṃ,alaṃ ānanda <b>mā</b> soci <b>mā</b> paridevi,"Stop Ānanda, don’t cry, don’t lament!"
52135,mākāsi,,,,,
52532,migadāya 1,migadāye,DN 14.13 (simpl),unknown,bhagavā <b>migadāye</b> pāturahosi,The Blessed One appeared in the deer park.
53165,me 3,,,,,
53167,me 5,me,SN 22.33,unknown,"viññāṇaṃ na tumhākaṃ, taṃ pajahatha.","Consciousness is not yours, you must abandon it!"
53575,yathā 1,yathā,MN 82 (simpl),unknown,ahaṃ <b>yathā</b>kammaṃ gamissāmi,I will go according to my actions.
53582,yathākammaṃ 1,yathākammaṃ,MN 82 (simpl),unknown,ahaṃ <b>yathākammaṃ</b> gamissāmi,I will go according to my actions.
53824,yasassī 1,,,,,
53912,yācati 1,yācati,VIN 1.2.6,unknown,bhikkhu saṅghaṃ kuṭivatthussa olokanaṃ <b>yācati</b>,A monk asks the Community to check the place of the hut.
54023,yāvataka,yāvatako,AN 10.93,unknown,"anāthapiṇḍiko gahapati <b>yāvatako</b> ahosi paribbājakehi saddhiṃ kathāsallāpo, taṃ sabbaṃ bhagavato ārocesi.","Whatever conversation the householder Anāthapindika had with the wandering ascetics, all that he told to the Blessed One."
54024,yāvatako ahosi kathāsallāpo,yāvatako ahosi kathāsallāpo,AN 10.93,unknown,"anāthapiṇḍiko gahapati <b>yāvatako ahosi kathāsallāpo</b> paribbājakehi saddhiṃ, taṃ sabbaṃ bhagavato ārocesi.","Whatever conversation the householder Anāthapindika had with the wandering ascetics, all that he told to the Blessed One."
54498,raṭṭhapāla,raṭṭhapālo,MN 82,unknown,"āyasmā <b>raṭṭhapālo</b> n'eva dānaṃ alattha na paccakkhānaṃ, añña'd'atthu akkosaṃ eva alattha!","Venerable Raṭṭhapāla obtained neither alms nor a refusal; on the contrary, he obtained only verbal abuse."
55151,rūpa 1,rūpaṃ,SN 22.59,unknown,evaṃ me <b>rūpaṃ</b> hotu! evaṃ me rūpaṃ mā ahosi!,"Let my body be thus, let my body not be thus."
56363,sakuṇa,sakuṇo,MN 51 (simpl),unknown,pakkhī <b>sakuṇo</b> ḍeti.,"The bird, [one] with wings, flies..."
57160,saccaṃ,saccena,DHP223 (simpl),unknown,"jina kadariyaṃ dānena, jina <b>saccena</b> alikavādinaṃ.",Conquer stinginess by giving; conquer liar by truth.
57518,saṇṭhapeti,saṇṭhapehi,SN 40.1 (simpl),unknown,"mā, brāhmaṇa, jhānaṃ pamādo, jhāne cittaṃ <b>saṇṭhapehi</b>, jhāne cittaṃ ekodiṃ karohi","Monk, don’t be careless about meditation, you must make [your] mind stable in meditation, you must make [your] mind unified!"
58108,saddhiṃ,saddhiṃ,SN 35.28,unknown,ekaṃ samayaṃ bhagavā gayāyaṃ viharati gayāsīse <b>saddhiṃ</b> bhikkhusahassena.,On one occasion the Blessed One was dwelling in Gayā at Gayā’s Head together with a thousand monks. (historical past)
58771,sabba 1,,,,,
